sample	ID	meancov	Completeness	Contamination	CheckMStatus	Size	#Contigs	Contig_N50	Longest_contig	16S_rRNA	23S_rRNA	5S_rRNA	tRNAKind	tRNAUniqueStrict	pass.GUNC	RNAPASS	MIMAG
MHS282	MHS282.bin.21.fa	10.464288747627831	40.85	1.65	LOW	1507060	374	4040	13108	0	0	0	bact	2.0	True	False	LOW
MHS282	MHS282.bin.22.fa	14.617648935220036	77.57	0.48	MEDIUM	1332341	211	7515	20264	0	0	0	bact	12.0	True	False	MEDIUM
MHS282	MHS282.bin.23.fa	30.475122258425607	83.41	2.8	MEDIUM	2604115	171	24610	97338	0	0	0	bact	14.0	True	False	MEDIUM
MHS282	MHS282.bin.24.fa	12.222567640150787	40.66	0.27	LOW	1413103	308	4838	17539	0	0	0	bact	4.0	False	False	LOW
MHS282	MHS282.bin.25.fa	183.5490368498976	84.13	0.78	MEDIUM	3027254	78	62504	157160	0	0	0	bact	17.0	True	False	MEDIUM
MHS282	MHS282.bin.26.fa	74.02640971389668	89.65	2.43	MEDIUM	2617446	204	19234	83307	0	0	0	arch	15.0	False	False	MEDIUM
MHS282	MHS282.bin.27.fa	18.16628147436565	48.08	0.84	LOW	1315793	174	8587	24696	0	0	0	bact	7.0	True	False	LOW
MHS282	MHS282.bin.28.fa	92.19042273523507	99.98	2.24	HIGH	5362742	102	97413	395518	1	1	1	bact	20.0	False	True	HIGH
MHS282	MHS282.bin.29.fa	20.23525138336648	81.37	37.76	LOW	8067638	1350	6712	39852	0	0	0	bact	14.0	True	False	LOW
MHS282	MHS282.bin.3.fa	12.247601879080865	58.22	0.15	MEDIUM	1552674	305	5422	21625	0	0	0	bact	8.0	True	False	MEDIUM
MHS282	MHS282.bin.30.fa	13.191298265978247	65.94	1.19	MEDIUM	2570729	481	5853	26568	0	0	0	bact	14.0	False	False	MEDIUM
MHS282	MHS282.bin.31.fa	93.5088950853934	89.24	0.43	MEDIUM	3145501	35	145550	280446	1	0	0	bact	18.0	True	False	MEDIUM
MHS282	MHS282.bin.32.fa	157.31014740580727	47.24	0.04	LOW	1123972	26	97387	208691	0	0	2	bact	8.0	True	False	LOW
MHS282	MHS282.bin.33.fa	24.82174653222148	26.44	0.23	LOW	1258803	83	24297	57281	0	0	1	bact	7.0	True	False	LOW
MHS282	MHS282.bin.34.fa	33.22258551283503	39.7	0.07	LOW	1033149	59	22244	60764	0	0	0	bact	13.0	True	False	LOW
MHS282	MHS282.bin.35.fa	76.55124742548479	5.85	0.0	LOW	205864	5	50009	55750	0	0	0	bact	3.0	True	False	LOW
MHS282	MHS282.bin.36.fa	9.616603749957608	16.61	0.01	LOW	383311	102	3728	7826	0	0	0	bact	0.0	False	False	LOW
MHS282	MHS282.bin.37.fa	10.594023810814228	18.46	0.06	LOW	332118	97	3329	7240	0	0	0	bact	2.0	True	False	LOW
MHS282	MHS282.bin.38.fa	15.47275601136719	84.22	10.21	LOW	3005140	519	6445	48874	0	0	1	bact	12.0	False	False	LOW
MHS282	MHS282.bin.39.fa	53.04676644647953	95.82	1.1	HIGH	3534115	99	51621	128299	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MHS282	MHS282.bin.4.fa	32.376812909099634	84.75	0.07	MEDIUM	1895779	128	20925	56700	0	0	0	bact	16.0	True	False	MEDIUM
MHS282	MHS282.bin.40.fa	208.41110063089283	48.86	0.43	LOW	1089884	27	47070	144295	0	0	5	bact	18.0	True	False	LOW
MHS282	MHS282.bin.41.fa	39.341586655515904	100.0	90.22	LOW	10190038	662	23592	90564	0	0	3	bact	18.0	True	False	LOW
MHS282	MHS282.bin.42.fa	59.14004984076417	85.29	0.04	MEDIUM	1995154	22	125675	329196	0	0	0	bact	20.0	True	False	MEDIUM
MHS282	MHS282.bin.43.fa	14.097169768890357	61.08	0.14	MEDIUM	1467442	271	5939	45086	0	0	0	bact	7.0	True	False	MEDIUM
MHS282	MHS282.bin.44.fa	59.45355238542619	8.8	0.0	LOW	242682	1	242682	242682	0	0	0	bact	5.0	True	False	LOW
MHS282	MHS282.bin.45.fa	35.37103641345527	82.61	0.35	MEDIUM	1816032	64	47477	96138	0	0	0	bact	15.0	True	False	MEDIUM
MHS282	MHS282.bin.5.fa	9.701035931963226	28.93	0.22	LOW	892047	222	4000	16884	0	0	0	bact	2.0	True	False	LOW
MHS282	MHS282.bin.6.fa	11.022315572802915	57.59	1.24	MEDIUM	1249531	262	4904	15608	0	0	1	bact	7.0	True	False	MEDIUM
MHS282	MHS282.bin.7.fa	136.6824452485774	99.98	0.11	HIGH	2143095	28	112730	218811	0	0	0	bact	19.0	True	False	NEARCOMPLETE
MHS282	MHS282.bin.8.fa	83.09606800529042	81.0	0.74	MEDIUM	1822917	28	136024	232878	0	0	0	bact	18.0	True	False	MEDIUM
MHS282	MHS282.bin.9.fa	24.592235351711462	64.86	0.04	MEDIUM	1127572	101	14379	52574	0	0	1	bact	15.0	False	False	MEDIUM
MHS283	MHS283.bin.1.fa	20.52315258735475	88.72	0.5	MEDIUM	1760408	180	12252	34081	0	0	0	bact	14.0	True	False	MEDIUM
MHS283	MHS283.bin.10.fa	20.29828034802661	6.58	0.42	LOW	263658	41	7593	20866	0	0	1	bact	1.0	False	False	LOW
MHS283	MHS283.bin.11.fa	25.0134917533881	95.44	99.95	LOW	8409878	1243	8060	62898	0	0	1	bact	19.0	False	False	LOW
MHS283	MHS283.bin.12.fa	15.304561462094016	17.38	0.13	LOW	586939	147	4040	13618	0	0	0	bact	4.0	False	False	LOW
MHS283	MHS283.bin.13.fa	10.01058421071718	15.32	0.67	LOW	413635	123	3247	7398	0	0	0	bact	0.0	False	False	LOW
MHS283	MHS283.bin.14.fa	11.742892866211832	39.1	1.69	LOW	1189298	275	4414	14618	0	0	0	bact	5.0	True	False	LOW
MHS283	MHS283.bin.15.fa	57.69944021177474	82.67	13.79	LOW	2131699	201	14136	45799	0	0	1	bact	19.0	True	False	LOW
MHS283	MHS283.bin.16.fa	29.15520541280845	88.38	0.01	MEDIUM	2090449	143	21127	112106	0	0	0	bact	16.0	True	False	MEDIUM
MHS283	MHS283.bin.17.fa	17.61181410699194	85.83	1.69	MEDIUM	1994954	259	9306	95341	0	0	0	bact	14.0	True	False	MEDIUM
MHS283	MHS283.bin.18.fa	18.316776771285333	53.02	2.52	MEDIUM	1512955	320	4876	22913	0	0	0	bact	8.0	False	False	MEDIUM
MHS283	MHS283.bin.19.fa	83.96673779794371	50.7	0.08	MEDIUM	1380546	62	28671	74029	0	0	1	bact	9.0	True	False	MEDIUM
MHS283	MHS283.bin.2.fa	69.70627836281264	33.07	0.0	LOW	1054638	51	33179	86546	0	0	1	bact	10.0	True	False	LOW
MHS283	MHS283.bin.20.fa	16.55711122223016	80.36	2.02	MEDIUM	1861867	208	11606	37067	0	0	0	bact	18.0	True	False	MEDIUM
MHS283	MHS283.bin.21.fa	12.425731674298296	47.39	3.72	LOW	1174498	213	5931	46020	0	0	1	bact	11.0	True	False	LOW
MHS283	MHS283.bin.22.fa	15.806657546739626	4.54	0.0	LOW	201756	47	4480	12296	0	0	0	bact	3.0	False	False	LOW
MHS283	MHS283.bin.23.fa	66.9073518688104	98.97	4.19	HIGH	2176331	180	17322	72972	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MHS283	MHS283.bin.24.fa	13.446705858274877	62.15	1.0	MEDIUM	1592858	331	5216	19257	0	0	0	bact	7.0	False	False	MEDIUM
MHS283	MHS283.bin.25.fa	9.6037272366641	13.06	0.04	LOW	589874	169	3355	7520	0	0	0	bact	1.0	False	False	LOW
MHS283	MHS283.bin.26.fa	20.563263443973938	85.37	4.04	MEDIUM	3213317	486	7665	28956	0	0	0	bact	14.0	False	False	MEDIUM
MHS283	MHS283.bin.27.fa	20.063872733492985	83.46	2.28	MEDIUM	2279940	342	8007	28365	0	0	0	bact	7.0	True	False	MEDIUM
MHS283	MHS283.bin.28.fa	572.1458142079755	36.6	10.88	LOW	1747244	245	8723	36576	0	0	0	bact	14.0	True	False	LOW
MHS283	MHS283.bin.29.fa	13.32038668923237	55.04	3.37	MEDIUM	1245548	253	5170	20227	0	0	1	bact	4.0	True	False	MEDIUM
MHS283	MHS283.bin.3.fa	11.857648312345646	79.82	37.01	LOW	3962482	983	3991	14090	0	0	0	bact	13.0	False	False	LOW
MHS283	MHS283.bin.30.fa	221.15671527531416	5.92	0.01	LOW	267785	39	7848	27895	0	0	0	bact	1.0	True	False	LOW
MHS283	MHS283.bin.31.fa	370.48873615992005	18.86	13.26	LOW	1413106	146	13056	94384	0	0	0	bact	12.0	True	False	LOW
MHS283	MHS283.bin.32.fa	60.077068719252566	35.46	0.17	LOW	961259	42	38884	124617	0	0	1	bact	12.0	True	False	LOW
MHS283	MHS283.bin.33.fa	33.74898082611144	61.65	3.01	MEDIUM	1631959	238	8223	28682	0	0	1	bact	15.0	True	False	MEDIUM
MHS283	MHS283.bin.34.fa	58.75577607941928	98.79	1.48	HIGH	2867213	75	63197	153365	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MHS283	MHS283.bin.35.fa	14.318644021810554	60.51	2.01	MEDIUM	1179429	246	5001	20901	0	0	0	bact	7.0	True	False	MEDIUM
MHS283	MHS283.bin.36.fa	12.58649892533408	48.24	0.57	LOW	1369728	338	4274	12119	0	0	0	bact	3.0	False	False	LOW
MHS283	MHS283.bin.37.fa	11.64967829591892	49.37	4.01	LOW	1146706	268	4428	14835	0	0	0	bact	8.0	False	False	LOW
MHS283	MHS283.bin.38.fa	36.41206986561535	99.11	0.68	HIGH	2221980	115	29619	92606	0	0	0	bact	20.0	True	False	NEARCOMPLETE
MHS283	MHS283.bin.39.fa	14.066166060100956	84.0	8.89	MEDIUM	2414138	460	5712	27948	0	0	0	arch	15.0	False	False	MEDIUM
MHS283	MHS283.bin.4.fa	18.27249998426244	38.77	0.26	LOW	953134	222	4408	13501	0	0	0	bact	4.0	True	False	LOW
MHS283	MHS283.bin.40.fa	16.917812646708317	49.19	0.02	LOW	1107640	239	4677	20725	0	0	2	bact	11.0	False	False	LOW
MHS283	MHS283.bin.41.fa	36.27685440710156	88.53	2.46	MEDIUM	3112329	269	16171	77314	1	0	0	bact	15.0	True	False	MEDIUM
MHS283	MHS283.bin.42.fa	30.70800627064106	61.77	2.87	MEDIUM	1249633	38	49508	111320	0	0	0	bact	16.0	True	False	MEDIUM
MHS283	MHS283.bin.43.fa	22.367672382876567	83.58	2.62	MEDIUM	1659083	273	6884	30612	0	0	0	bact	11.0	True	False	MEDIUM
MHS283	MHS283.bin.44.fa	907.5375920544506	18.99	0.04	LOW	673786	94	7493	41131	0	0	0	arch	6.0	False	False	LOW
MHS283	MHS283.bin.45.fa	30.122671591558024	98.05	0.11	HIGH	2057575	103	27696	75532	0	0	2	arch	19.0	True	False	NEARCOMPLETE
MHS283	MHS283.bin.46.fa	36.25281883549056	91.88	4.55	HIGH	2467597	87	41196	133600	0	0	0	bact	17.0	True	False	NEARCOMPLETE
MHS283	MHS283.bin.47.fa	9.781791984798865	16.73	0.0	LOW	317871	90	3493	7758	0	0	0	bact	0.0	False	False	LOW
MHS283	MHS283.bin.48.fa	13.131366173171532	76.85	2.83	MEDIUM	1221829	246	5166	14856	0	0	0	bact	8.0	True	False	MEDIUM
MHS283	MHS283.bin.49.fa	30.122671591558024	98.05	0.11	HIGH	2057575	103	27696	75532	0	0	2	arch	19.0	True	False	NEARCOMPLETE
MHS283	MHS283.bin.5.fa	41.85605077812753	100.0	0.0	HIGH	4289721	118	53096	135549	0	0	3	bact	18.0	True	False	NEARCOMPLETE
MHS283	MHS283.bin.6.fa	95.20287257018106	51.54	0.03	MEDIUM	1621057	71	34564	114897	0	0	1	bact	11.0	True	False	MEDIUM
MHS283	MHS283.bin.7.fa	44.42138984721538	34.73	0.16	LOW	669570	19	52084	137676	0	0	2	bact	10.0	True	False	LOW
MHS283	MHS283.bin.8.fa	132.34409049945677	86.19	9.14	MEDIUM	2547728	134	29545	67050	0	0	1	bact	19.0	True	False	MEDIUM
MHS283	MHS283.bin.9.fa	19.10302466596312	22.67	0.03	LOW	559070	136	4256	11180	0	0	0	bact	6.0	False	False	LOW
MHS285	MHS285.bin.1.fa	15.291493836151394	33.16	0.01	LOW	757968	168	4484	14797	0	0	0	bact	5.0	True	False	LOW
MHS285	MHS285.bin.10.fa	211.15477027721377	81.68	0.08	MEDIUM	2216737	31	126442	308934	0	0	6	bact	19.0	True	False	MEDIUM
MHS285	MHS285.bin.11.fa	153.26815157374415	59.87	0.0	MEDIUM	1777036	18	140101	262037	1	0	0	arch	17.0	True	False	MEDIUM
MHS285	MHS285.bin.12.fa	57.56659343801525	86.39	0.0	MEDIUM	1930483	38	71599	227632	1	0	3	bact	18.0	True	False	MEDIUM
MHS285	MHS285.bin.13.fa	275.6655310760792	25.31	0.03	LOW	560061	2	390732	390732	0	0	0	bact	6.0	True	False	LOW
MHS285	MHS285.bin.14.fa	25.059023852898463	98.43	0.13	HIGH	3193658	240	18653	81310	1	1	1	bact	18.0	True	True	HIGH
MHS285	MHS285.bin.15.fa	53.29322895994823	14.18	0.43	LOW	627363	64	15250	50020	0	0	0	bact	2.0	False	False	LOW
MHS285	MHS285.bin.16.fa	91.62856318783469	6.16	0.0	LOW	287769	20	44213	113354	0	0	0	bact	3.0	False	False	LOW
MHS285	MHS285.bin.17.fa	18.513480321215752	68.19	0.84	MEDIUM	1122859	210	5747	24376	0	0	0	bact	10.0	True	False	MEDIUM
MHS285	MHS285.bin.18.fa	388.5576926189667	67.14	2.08	MEDIUM	2100546	28	95583	220898	0	0	0	bact	17.0	True	False	MEDIUM
MHS285	MHS285.bin.19.fa	18.663765957747607	32.89	0.12	LOW	1061005	196	5541	23438	0	0	0	bact	2.0	True	False	LOW
MHS285	MHS285.bin.2.fa	233.663102532592	25.03	0.0	LOW	581815	3	352432	352432	0	0	0	bact	8.0	True	False	LOW
MHS285	MHS285.bin.20.fa	47.62642967064409	94.06	1.24	HIGH	2586260	63	57397	125507	0	0	0	bact	17.0	True	False	NEARCOMPLETE
MHS285	MHS285.bin.21.fa	29.15083708069061	99.17	0.25	HIGH	1771693	61	48228	84424	0	0	1	bact	16.0	True	False	NEARCOMPLETE
MHS285	MHS285.bin.22.fa	14.796468145316894	9.8	0.02	LOW	489771	109	4629	22705	0	0	0	bact	1.0	False	False	LOW
MHS285	MHS285.bin.23.fa	11.102739390098051	7.76	0.0	LOW	265059	62	4236	9624	0	0	0	bact	0.0	True	False	LOW
MHS285	MHS285.bin.24.fa	11.822742018998955	29.61	0.13	LOW	909629	194	4832	22111	0	0	0	bact	2.0	True	False	LOW
MHS285	MHS285.bin.25.fa	29.52033352802804	93.79	25.99	LOW	4999280	463	14688	70844	0	0	0	bact	18.0	False	False	LOW
MHS285	MHS285.bin.26.fa	13.006801570522502	11.59	0.0	LOW	413875	93	4640	10177	0	0	0	bact	2.0	False	False	LOW
MHS285	MHS285.bin.27.fa	38.28583741075232	6.29	0.07	LOW	298187	47	8485	16823	0	0	0	bact	4.0	False	False	LOW
MHS285	MHS285.bin.28.fa	149.65432522582856	99.17	2.96	HIGH	3728603	101	56594	186305	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MHS285	MHS285.bin.29.fa	165.4773295315853	12.18	2.29	LOW	667763	67	13107	44356	0	0	0	bact	8.0	True	False	LOW
MHS285	MHS285.bin.3.fa	345.11178656881566	42.0	0.12	LOW	1057390	4	326648	354725	1	1	0	bact	17.0	True	False	LOW
MHS285	MHS285.bin.30.fa	195.94995198488297	11.55	0.0	LOW	258252	3	90501	119939	0	0	0	bact	2.0	False	False	LOW
MHS285	MHS285.bin.31.fa	113.51700983422523	82.4	0.02	MEDIUM	2109368	32	103340	260125	1	1	3	bact	18.0	True	True	MEDIUM
MHS285	MHS285.bin.32.fa	30.474628167130515	81.69	10.03	LOW	4426720	429	15102	75220	0	0	1	bact	18.0	True	False	LOW
MHS285	MHS285.bin.33.fa	44.29129214275429	55.1	0.9	MEDIUM	1347266	40	47875	165486	0	0	0	bact	11.0	True	False	MEDIUM
MHS285	MHS285.bin.34.fa	107.45373669099516	37.22	0.02	LOW	1229149	9	243213	491889	0	0	0	bact	9.0	True	False	LOW
MHS285	MHS285.bin.35.fa	33.670818623023315	99.71	71.9	LOW	7091115	478	21442	95912	0	0	3	bact	19.0	True	False	LOW
MHS285	MHS285.bin.36.fa	64.1129489636774	90.05	11.11	LOW	3220667	132	47343	234199	0	0	0	bact	19.0	True	False	LOW
MHS285	MHS285.bin.37.fa	33.915966573835505	99.49	68.4	LOW	6910036	461	21968	95912	0	0	3	bact	19.0	True	False	LOW
MHS285	MHS285.bin.4.fa	240.5499867479036	37.79	0.01	LOW	1252632	20	139819	224481	0	0	0	bact	14.0	True	False	LOW
MHS285	MHS285.bin.5.fa	142.9387054321025	69.51	5.48	MEDIUM	2379852	233	13197	79928	0	0	0	bact	11.0	True	False	MEDIUM
MHS285	MHS285.bin.6.fa	28.03331536633332	92.33	77.48	LOW	5452589	359	22771	86537	0	0	0	arch	19.0	False	False	LOW
MHS285	MHS285.bin.7.fa	93.09637405146276	11.71	0.13	LOW	674196	21	44410	82322	0	0	1	bact	5.0	True	False	LOW
MHS285	MHS285.bin.8.fa	184.80945863444904	92.28	2.14	HIGH	2668271	29	128411	386701	0	0	0	bact	19.0	True	False	NEARCOMPLETE
MHS285	MHS285.bin.9.fa	91.07700867128094	14.33	0.04	LOW	550899	55	16920	57008	0	0	0	bact	1.0	True	False	LOW
MHS286	MHS286.bin.1.fa	26.70293514719736	95.38	6.32	MEDIUM	2159074	126	23347	88466	0	0	0	bact	19.0	True	False	MEDIUM
MHS286	MHS286.bin.10.fa	16.381794527006967	70.62	0.6	MEDIUM	1145260	240	5110	19935	0	0	1	bact	8.0	False	False	MEDIUM
MHS286	MHS286.bin.11.fa	22.78191427714959	86.73	0.3	MEDIUM	2044939	227	10958	47068	0	0	2	bact	9.0	True	False	MEDIUM
MHS286	MHS286.bin.12.fa	8.206230299256722	11.5	0.08	LOW	308364	89	3332	7262	0	0	0	bact	1.0	True	False	LOW
MHS286	MHS286.bin.13.fa	118.0152260695584	5.66	0.0	LOW	208918	19	17354	32301	0	0	0	bact	2.0	True	False	LOW
MHS286	MHS286.bin.14.fa	26.99644975476217	52.15	0.79	MEDIUM	1122176	69	24476	118893	0	0	0	bact	14.0	True	False	MEDIUM
MHS286	MHS286.bin.15.fa	30.672244969784234	94.31	0.84	HIGH	3176653	216	21352	91960	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.16.fa	17.255626580877585	82.27	4.12	MEDIUM	2028541	365	6112	32153	0	0	0	bact	7.0	False	False	MEDIUM
MHS286	MHS286.bin.17.fa	57.2857666728045	99.94	0.61	HIGH	1922502	49	62503	128069	0	0	2	bact	19.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.18.fa	27.9725996326144	86.99	0.61	MEDIUM	2279349	249	11371	39430	0	0	0	bact	13.0	False	False	MEDIUM
MHS286	MHS286.bin.19.fa	82.95438891531225	94.46	2.97	HIGH	4104112	75	85245	260113	0	0	0	bact	19.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.2.fa	17.827908605651842	70.25	7.86	MEDIUM	2033036	394	5970	28083	0	0	0	arch	9.0	False	False	MEDIUM
MHS286	MHS286.bin.20.fa	10.403209600970785	12.93	0.13	LOW	359297	107	3286	7351	0	0	0	bact	0.0	False	False	LOW
MHS286	MHS286.bin.21.fa	22.640384049925864	95.74	3.67	HIGH	1911314	232	10022	46288	0	0	0	bact	16.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.22.fa	10.694341317125192	37.47	0.78	LOW	748266	186	3974	13284	0	0	0	bact	1.0	True	False	LOW
MHS286	MHS286.bin.23.fa	10.8631059634655	33.02	0.03	LOW	1073889	265	4054	12288	0	0	0	bact	2.0	True	False	LOW
MHS286	MHS286.bin.24.fa	26.458380109261903	88.42	38.45	LOW	5599390	800	8321	271480	0	0	0	bact	17.0	False	False	LOW
MHS286	MHS286.bin.25.fa	147.01271496867545	99.97	1.39	HIGH	2635791	41	91179	261491	0	0	0	bact	17.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.26.fa	83.12420015595161	87.65	2.4	MEDIUM	2364836	156	21690	76953	0	0	2	bact	15.0	False	False	MEDIUM
MHS286	MHS286.bin.27.fa	126.08262266940272	94.19	1.05	HIGH	1791869	102	26198	165839	0	0	2	bact	20.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.28.fa	16.55015442334729	63.34	0.08	MEDIUM	1500097	301	5347	26666	0	0	0	bact	11.0	True	False	MEDIUM
MHS286	MHS286.bin.29.fa	26.32327985283384	98.57	90.86	LOW	16889209	2711	7305	54700	0	0	1	bact	19.0	False	False	LOW
MHS286	MHS286.bin.3.fa	11.26342275147539	16.76	0.24	LOW	523421	143	3600	9015	0	0	0	bact	3.0	False	False	LOW
MHS286	MHS286.bin.30.fa	12.765660526764188	54.79	0.06	MEDIUM	2013007	447	4597	18295	0	0	0	bact	4.0	True	False	MEDIUM
MHS286	MHS286.bin.31.fa	17.13804669153198	74.2	1.82	MEDIUM	723900	158	5083	11684	0	0	0	bact	5.0	False	False	MEDIUM
MHS286	MHS286.bin.32.fa	29.406528014421955	81.24	1.63	MEDIUM	1961454	226	10733	42854	0	0	1	bact	18.0	True	False	MEDIUM
MHS286	MHS286.bin.33.fa	52.58309184856747	99.57	0.39	HIGH	2884585	95	44935	113368	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.34.fa	14.039379684986798	25.8	0.04	LOW	494265	112	4503	12732	0	0	0	bact	5.0	True	False	LOW
MHS286	MHS286.bin.35.fa	10.650067615591212	51.32	4.83	MEDIUM	1589870	360	4448	14689	0	0	0	bact	6.0	False	False	MEDIUM
MHS286	MHS286.bin.36.fa	27.314848481812213	82.54	2.27	MEDIUM	2694693	217	16014	59004	0	0	0	bact	14.0	True	False	MEDIUM
MHS286	MHS286.bin.37.fa	19.49661514958909	78.57	0.74	MEDIUM	1793580	286	7350	24484	0	0	0	bact	10.0	True	False	MEDIUM
MHS286	MHS286.bin.38.fa	95.43437004454644	93.5	9.19	MEDIUM	2980933	140	35330	161984	0	0	4	bact	19.0	True	False	MEDIUM
MHS286	MHS286.bin.39.fa	39.92653930176839	92.56	2.58	HIGH	2119841	58	61913	167080	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.4.fa	14.972803282659552	46.48	4.94	LOW	1230222	267	4897	20005	0	0	0	bact	2.0	False	False	LOW
MHS286	MHS286.bin.40.fa	14.46406879131528	93.1	36.12	LOW	4666403	1027	4694	18793	0	0	0	bact	14.0	False	False	LOW
MHS286	MHS286.bin.41.fa	14.21103705175797	59.15	1.01	MEDIUM	1474343	298	5202	16193	0	0	0	bact	6.0	False	False	MEDIUM
MHS286	MHS286.bin.42.fa	11.137455339834158	11.35	0.01	LOW	239867	64	3881	6756	0	0	0	bact	0.0	True	False	LOW
MHS286	MHS286.bin.43.fa	41.83910442082088	93.68	0.31	HIGH	1965834	76	32457	90102	0	0	0	bact	19.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.44.fa	23.76574931599578	91.66	0.73	HIGH	2787629	264	14285	50112	0	1	1	bact	14.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.45.fa	98.67999778926269	94.26	2.0	HIGH	2478811	29	139651	352677	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.46.fa	62.86085379874783	95.79	0.02	HIGH	4404504	82	84016	254267	1	0	1	bact	19.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.47.fa	14.143515533133558	56.62	3.81	MEDIUM	1212698	235	5625	22081	0	0	0	bact	5.0	True	False	MEDIUM
MHS286	MHS286.bin.48.fa	83.72675200605525	10.69	0.53	LOW	391066	51	10645	47416	0	0	0	bact	9.0	False	False	LOW
MHS286	MHS286.bin.49.fa	12.010586438168616	48.57	1.35	LOW	1211739	275	4569	13529	0	0	0	bact	4.0	False	False	LOW
MHS286	MHS286.bin.5.fa	126.67230265213291	99.64	74.71	LOW	4186668	124	50924	173283	0	0	7	bact	19.0	True	False	LOW
MHS286	MHS286.bin.50.fa	40.06569002865934	36.29	0.01	LOW	834632	47	34115	63247	0	0	2	bact	12.0	True	False	LOW
MHS286	MHS286.bin.51.fa	12.542959020310482	41.47	0.0	LOW	788903	194	4203	11826	0	0	0	bact	1.0	False	False	LOW
MHS286	MHS286.bin.52.fa	10.176879648402034	27.63	0.46	LOW	746762	179	4224	14926	0	0	0	bact	5.0	False	False	LOW
MHS286	MHS286.bin.53.fa	13.321644616385258	5.74	0.0	LOW	265983	62	4738	12547	0	0	0	bact	1.0	True	False	LOW
MHS286	MHS286.bin.54.fa	10.615260301011595	7.01	0.0	LOW	243180	70	3508	8055	0	0	0	bact	0.0	True	False	LOW
MHS286	MHS286.bin.55.fa	74.57351747614629	99.68	1.78	HIGH	2131534	64	55074	100991	0	0	2	bact	19.0	True	False	NEARCOMPLETE
MHS286	MHS286.bin.56.fa	48.27438870042483	81.37	4.08	MEDIUM	1967366	120	21582	77046	0	0	0	bact	16.0	True	False	MEDIUM
MHS286	MHS286.bin.57.fa	72.712563821375	99.98	5.72	MEDIUM	4302242	367	18199	114337	0	0	0	bact	17.0	True	False	MEDIUM
MHS286	MHS286.bin.58.fa	11.379273918193856	12.69	0.0	LOW	358775	95	3717	8453	0	0	0	bact	0.0	False	False	LOW
MHS286	MHS286.bin.6.fa	32.8454731048778	6.24	0.35	LOW	223851	19	12770	35405	0	0	0	bact	1.0	True	False	LOW
MHS286	MHS286.bin.7.fa	8.539553297354802	9.77	0.0	LOW	360956	107	3221	7821	0	0	0	bact	2.0	False	False	LOW
MHS286	MHS286.bin.8.fa	13.590068953307664	50.14	0.62	MEDIUM	1197477	255	4840	14396	0	0	0	bact	5.0	True	False	MEDIUM
MHS286	MHS286.bin.9.fa	40.819566663591296	94.89	0.05	HIGH	2059370	135	20322	76614	0	0	0	bact	14.0	True	False	NEARCOMPLETE
MHS287	MHS287.bin.1.fa	14.578010193949824	71.91	0.72	MEDIUM	1359630	271	5388	17847	0	0	0	bact	9.0	True	False	MEDIUM
MHS287	MHS287.bin.10.fa	11.071962561706233	8.87	0.01	LOW	288261	69	4330	11458	0	0	0	bact	0.0	False	False	LOW
MHS287	MHS287.bin.11.fa	13.379004486856148	46.17	2.45	LOW	1627643	329	5403	18210	0	0	0	bact	8.0	False	False	LOW
MHS287	MHS287.bin.12.fa	10.607117103043672	31.36	0.01	LOW	633741	162	4028	12890	0	0	0	bact	1.0	True	False	LOW
MHS287	MHS287.bin.13.fa	12.24449964030139	66.03	0.42	MEDIUM	1320550	242	5761	20698	0	0	0	bact	4.0	True	False	MEDIUM
MHS287	MHS287.bin.14.fa	182.8635689476636	10.64	0.07	LOW	370832	8	73324	74367	0	0	0	bact	4.0	True	False	LOW
MHS287	MHS287.bin.15.fa	12.267821865661636	76.14	2.8	MEDIUM	2140699	401	5714	24575	0	0	0	bact	5.0	True	False	MEDIUM
MHS287	MHS287.bin.16.fa	9.373480540252356	33.37	1.13	LOW	450160	122	3545	7998	0	0	0	bact	6.0	True	False	LOW
MHS287	MHS287.bin.17.fa	13.835236346472003	77.49	3.37	MEDIUM	2332529	382	6981	25529	0	0	0	bact	10.0	False	False	MEDIUM
MHS287	MHS287.bin.18.fa	69.17412600022185	91.94	0.2	HIGH	1902203	23	144381	334965	0	0	0	bact	18.0	True	False	NEARCOMPLETE
MHS287	MHS287.bin.19.fa	18.996333142253945	91.07	0.43	HIGH	2035803	300	7615	28301	0	0	1	bact	10.0	False	False	NEARCOMPLETE
