LibraryID	CON001	CON002	CON003	CON004	CON005	CON006	CON007	CON008	CON009	CON010	CON011	CON012	CON013	CON014	CON015	CON016	CON017	CON018	CON019	CON020	CON021	CON022	CON023	CON026	CON027	CON028	CON029	CON031	CON032	CON033	CON034	CON035	CON036	CON037	CON038	CON039	CON040	CON041	CON042	CON043	CON044	CON045	CON046	CON047	CON048	CON049	CON050	CON051	CON052	CON053	CON054	CON055	CON056	CON057	CON058	CON059	CON060	CON061	CON062	CON063	CON064	CON065	CON066	CON067	CON068	CON069	CON070	CON071	CON072	CON073	CON074	CON075	CON076	CON077	CON078	CON079	CON080	CON081	CON082	CON083	CON084	CON085	CON086	CON087	CON088	CON089	CON090	CON091	CON092	CON093	CON095	CON096	CON097	CON098	CON099	CON101	CON104	CON105	CON106	CON107	NLF001	NLF002	NLF005	NLF006	NLF007	NLF008	NLF009	NLF010	NLF011	NLF012	NLF013	NLF014	NLF015	NLM001	NLM002	NLM003	NLM004	NLM005	NLM006	NLM007	NLM008	NLM009	NLM010	NLM015	NLM016	NLM017	NLM021	NLM022	NLM023	NLM024	NLM026	NLM027	NLM028	NLM029	NLM031	NLM032	NOF001	NOF002	NOF004	NOF005	NOF006	NOF007	NOF008	NOF009	NOF010	NOF011	NOF012	NOF013	NOF014	NOM001	NOM002	NOM004	NOM005	NOM008	NOM009	NOM010	NOM012	NOM013	NOM014	NOM015	NOM016	NOM017	NOM018	NOM019	NOM020	NOM022	NOM023	NOM025	NOM026	NOM027	NOM028	MBE033	MBE034	MBE035	MBE036	MBE037	MBE038	MBE039	MBH207	MBH208	MBM135	MBM137	MBM139	MHS226	MHS229	MHS231	MHS232	MHS234	MHS235	MHS236	MHS238	MHS239	MHS240	MHS243	MHS244	MHS246	MHS247	MHS248	MHS249	MHS250	MHS251	MHS253	MHS255	MHS257	MHS258	MHS259	MHS266	MHS267	MHS269	MHS276	MHS277	MHS279	MHS282	MHS283	MHS285	MHS286	MHS287	MHS288	MHS289	WFC023	WFC024	MBS1236	MBS1233	MBS1232	MBS1239	MBS1237	MBS1235	MBS1242	MBS1243	MBS1219	MBS1238	MBS1216	MBS1215	MBS1217	MBS1218	MBS1220	MBS1223	MBS1222	MBS1226	MBS1228	MBS1227	MBS1230	MBS1231	MBS1234	MBS1240	MBS1249	MBS1251	MBS1247	MBS1248	MBS1256	MBS1253	MBS1255	MBS1254	MBS1257	MBS1258	MBS1263	MBS1259	MBS1261	MBS1260	MBS1262	MBS1264	MBS1557	MBS1537	MBS1590	MBS1559	MBS1549	MBS1536	MBS1558	MBS1547	MBS1568	MBS1555	MBS1525	MBS1516	MBS1526	MBS1515	MBS1538	MBS1523	MBS1539	MBS1563	MBS1542	MBS1545	MBS1530	MBS1517	MBS1560	MBS1548	MBS1534	MBS1524	MBS1564	MBS1519	MBS1565	MBS1528	MBS1553	MBS1529	MBS1543	MBS1520	MBS1551	MBS1552	MBS1546	MBS1561	MBS1544	MBS1540	MBS1531	MBS1527	MBS1532	MBS1541	MBS1535	MBS1562	MBS1550	MBS1556	MBS1566	MBS1567	MBS1533	MBS1439	MBS1570	MBS1571	MBS1572	MBS1573	MBS1433	MBS1575	MBS1576	MBS1582	MBS1435	MBS1436	MBS1583	MBS1586	MBS1589	MBS1588	MBS1593	MBS1591	MBS1574	MBS1578	MBS1577	MBS1584	MBS1580	MBS1579	MBS1585	MBS1587	MBS1599	MBS1592	MBS1594	MBS1598	MBS1595	MBS1596	MBS1601	MBS1612	MBS1613	MBS1615	MBS1614	MBS1603	MBS1609	MBS1602	MBS1600	MBS1606	MBS1605	MBS1604	MBS1608	MBS1610	MBS1611	MBS1616	MBS1518	MBS1521	MBS1522	MBS1554	MBS1434	MBS1438	MBS1440	MBS1454	MBS1457	MBS1453	MBS1456	MBS1455	MBS1460	MBS1441	MBS1442	MBS1444	MBS1443	MBS1447	MBS1446	MBS1448	MBS1449	MBS1450	MBS1452	MBS1451	MBS1458	MBS1461	MBS1459	MBS1464	MBS1465	MBS1467	MBS1468	MBS1469	MBS1470	MBS1474	MBS1471	MBS1472	MBS1473	MBS1475	MBS1483	MBS1477	MBS1478	MBS1479	MBS1480	MBS1481	MBS1482	MBS1486	MBS1484	MBS1492	MBS1485	MBS1487	MBS1494	MBS1488	MBS1489	MBS1490	MBS1491	MBS1493	MBS1495	MBS1496	MBS1497	MBS1499	MBS1498	MBS1500	MBS1501	MBS1502	MBS1503	MBS1504	MBS1505	MBS1506	MBS1509	MBS1508	MBS1511	MBS1507	MBS1510	MBS1513	MBS1514
s__Alistipes_putredinis	4.1414	12.62023	9.46265	1.41173	7.12504	0	5.90169	0	0	0	0	0	0	0.66863	0.19239	0	1.62371	2.22984	0	1.75155	0	2.55991	0	4.86761	0	0	0	0	12.53303	17.95391	10.59478	0.98646	3.78834	2.14613	0.67482	0	3.27484	13.44846	8.91715	15.33377	6.63963	0	0	4.74788	0	0	0	0	2.25245	13.68458	4.26452	0	3.96834	0	8.02864	0.67429	0	0	0.33092	2.28596	0	0	1.37715	2.56039	6.4561	0	8.73218	3.20099	2.18047	3.08725	0	0	0.83707	0	3.36441	0	4.50168	5.71171	7.95897	4.52922	0	1.92572	0	0	0	0	3.32464	1.75057	0	0	1.2008	0	11.35522	8.37992	16.84963	1.00712	0	0	0	0.92644	6.5922	0	2.04308	0.43492	1.49905	3.93239	7.80483	1.16257	2.66547	6.27487	2.59874	0	0	1.48205	0	0	0	0	1.9217	0	0	0	0	6.72411	0	0	0	2.05989	5.44349	0.70931	3.81063	0	0	5.30731	0.90196	2.84794	13.89653	0	8.04198	3.03165	0	0	19.56459	0	0	0	11.71537	0	15.73581	0	0	0	0.90124	0	0.10909	7.8651	5.8329	13.01881	0	6.8224	0	1.2844	0.12131	11.66325	5.13254	3.75267	0	0	0	0	0.17103	1.82094	0	0	0	0	1.90671	1.90357	0	1.62266	2.13822	0	0	0	1.27837	0	0	0	1.21352	2.43442	0	1.13655	0	3.42037	1.05629	1.18625	0	0.90866	0	0	0	0	2.32944	0	0.37346	0	1.22888	0.16696	0	0	2.5615	2.55426	6.71105	0	0.19502	2.59402	3.18523	0	0.29791	6.37863	0	0	0	14.66866	0.32637	0	0.64729	0	0.15116	14.07883	7.06685	0	15.44377	4.17526	12.57168	9.00515	11.39374	9.87099	12.14464	11.49139	0	7.60618	0.51436	6.82913	1.8765	3.61232	4.8202	2.59747	0	0	0	16.29569	0.37468	0	0	0	18.29839	0	0	0	0.75379	5.91284	0.1207	0.26642	0	0	17.75099	0	0	0	0	1.08757	4.35122	0	0	0	5.78049	20.10124	18.81357	0.1458	0	1.47571	5.41233	0	7.34776	0	16.42455	0	0	0.15902	21.9258	0.26597	0	0.13106	0	0.13178	12.51684	0.12305	1.83561	0.93727	0.5787	0	26.40471	20.91589	0	0.12456	7.78316	0	4.56974	4.729	0	13.73142	0.49577	0	1.66933	0	0	1.96763	0	0	12.19744	1.70146	4.8418	2.45032	0.11425	7.382	0.2414	4.12905	20.76574	0.32307	17.5526	5.94367	7.08007	10.35487	3.90661	0	0.151	0.10146	17.2381	0.4206	27.46386	0.16217	11.55384	0	10.51004	0.1174	4.85509	9.26631	0.11931	1.06571	34.7908	35.02875	0	9.18352	0.15501	0.99255	22.07792	42.69475	9.34343	0.31558	0.38235	0	0	0	1.6871	10.45813	1.28176	0.43652	19.73594	5.96795	11.45551	0	0.53798	9.31408	0.11824	0	4.3043	0	0.17683	0	0	0	12.17604	0	0.3093	6.82038	5.56483	17.45206	14.14098	0	0	2.47796	2.27331	2.99678	8.07561	7.99786	13.57022	4.79922	0	0	0	7.47583	0	0.70186	0	0	14.22306	0	0	3.76546	0	4.60744	4.64579	0	0.184	15.88351	0.39322	6.96535	0	0	6.73566	0	0	13.11306	3.26045	0.61552	0	18.37402	0	0.1081	0.17907	0	3.84035	8.19078
s__Alistipes_senegalensis	0.10042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31327	0	0	0	0	0	0	0	0	0	0.10024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51433	0.10651	0	0	0	0	0	0.21738	0.22314	0	0	0.2653	0	0.11731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15305	0	0	0	0	0	0	0	0	0	0.33277	0	0	0	0	0.17331	0	0	0.15533	0	0	0	0	0	0	0	0.14873	0	0.13368	0	0	0	0	0	0	0.21967	0	0	0	0	0.65899	0	0	0	0	0	0	0	0	0.31185	0	0.20488	0	0	0	1.34322	0	0.14125	1.78972	0	0.20524	0	0	0	0	0	0	0	0.19062	0	0	0.56968	0	0	0.42721	0	0	0	0.59632	0	0	0	0.18238	0	0	0	0	0.48788	2.79047	0.57449	0	0	0	0.26619	0	0	0.10138	0	0	0	0.16676	0	0	0	0	0	0	0.16042	0	0	0	0	0	0	0.26967	0	0	0.74034	0	0	0	0	0	0	0.53633	0.21623	0	0	0	0	0	0.54845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0	0	0.11284	0.6279	0	0	0.11711	0	0.32963	0	0.17392	0	0.3247	0	0	0	0	0	0	0	0	0	0	0	0	0.22143	0	0.13809	0	0	0	0
s__Alistipes_shahii	0.50989	0.65884	0.7302	0	0.58652	0.21827	0.15788	0	0	0.11175	3.87518	0	0	0.14266	0	0	0	0.1025	0.10664	0.23203	0	1.39639	0	0.11414	0	0	0.16031	0	3.4773	2.09308	0.22601	0	0.514	0.2223	0	0	0	3.3373	0	0.54233	0.54381	0	0	0.50974	0.39104	0.39401	0	0	1.26317	0.25923	0	0.73836	0.84215	1.4206	0.83562	0.11511	0	0	0	0	0.48154	0	0.61374	0.19166	0	0	1.59105	0.51955	0	3.39806	0	0.93712	0.42157	0	0.41091	0	0	0.43363	0.31904	2.17797	0.50689	0.43841	0.21568	0	0	0.11759	0	0	3.37231	0	0.50606	0	0.23043	5.12155	0.96537	0.2757	0	0	0	0.12021	0.70088	0	0.33206	0.30307	0.48612	0.17855	0.91396	0	0.31888	0.96206	0	0	0.54579	0.71478	0	1.67178	0	4.15201	0.3056	0	0.11769	0	0.27913	1.01501	0	0.3172	0.22109	0.11677	0.10281	0.17083	4.72738	0	0	0.46378	0	0.28392	1.98615	0	1.42236	0.15068	0	0	2.63197	0	0.83443	3.05419	6.61425	0	0	0	0	0	0	0.29228	0	1.03499	0.42306	0.90972	0	0.35462	0	0	0.17258	1.58634	0.11399	0.44432	0	0	0	0	0	0.28434	0	0	0	0	0.10621	0.56097	0	0	0.28792	0.63602	0	0	0.1141	0	0	0	0.72718	0.50527	0	0.41956	0	0.30781	0	2.12248	0	0.282	0	0	0	0	0.20226	0	0.10624	0	0.28969	0	0	0	0	0	0	0.12416	0	0.39058	0.75507	0	0.22741	0	0	0.59267	0	4.81722	0.53695	0	3.45833	0	1.83709	3.10414	2.48197	0	3.01277	2.09269	2.55752	2.06693	0.74032	0	0	0	0.58363	4.87924	1.29454	0	0	0	0.7587	2.49317	0.13392	0	0.13586	3.01526	0	0.74126	0	0	0	0	0	0	0	0.97802	0	0	0	0	8.41449	5.06245	0	2.45255	0	6.43172	0.25188	1.04102	0.68808	0	12.87096	2.67389	0	13.52693	0	0.36065	0.76686	0	0	0	6.3834	0.87193	0	0	0	6.91653	0.16011	0	0	2.9654	5.53904	0	1.0066	18.20592	5.18167	0	1.38887	0	0.68052	0	0	0	4.27487	5.8965	0	3.63365	0.11203	0	0.33179	5.60063	0	0	0	0	0.79364	0	39.48658	0.64574	0	0.38942	0	0	1.48345	25.29196	10.94762	1.7464	2.32716	3.37509	0	0	0	0	0	10.09111	3.93965	0	0	0	5.72719	3.25548	0.36433	3.19186	0	0	1.50129	13.28394	0	0	0.4752	7.48779	0	0	2.84277	0	0.224	0	0	0	0	2.88127	0.50397	0	4.37173	1.64369	0.17226	1.34843	2.8078	1.39519	0	5.56937	1.73503	0	13.43853	0	0.60605	0	6.84162	0	1.98689	0	2.50866	4.94315	0	0	0	0	7.78461	1.13104	0	7.73177	1.71955	6.0912	0	0	0	1.84301	1.49013	3.10786	0	2.12786	0.32841	0	0	6.96022	3.51649	3.75843	3.79582	5.79566	1.89464	0	0.42686	0	0	0	0	0	0	0	0	1.58467	0	17.3527	0	13.3659	0	0	3.87685	0
s__Alistipes_sp_AP11	0.75009	0	0	0	0.37532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62393	0	0	0	0	0	0	0	0	0	0.28934	0	0.18438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12841	0	0	0	0.42907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17207	0	0.56772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71895	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24793	0	0	0	0	0	0	0	0	0	0	0.20206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19749	0	0	0	0	0	0	0	0	0	4.51367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35804	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.05134	0	1.6805	0	0	0	0	0	0	0	0	0	0.6387	0	0	0	0	1.83806	0	0	0.40574	0	0	0	0	0	0	0	1.02953	0	0	0	0	0	0	0	0	0	0	0	0	1.32505	0	0	0	0	0	3.97077	0	0	0	0	0	0	0	0	0	0.69662	0	1.31977	0	0	11.17034	0	2.98417	0	1.51181	0	0.97376	0	0	0	0	0	1.02042	0	0	0	0	0	0	0	0	0	1.1767	0	0	0	0	2.76793	0	0	0	0	0	0	0	0	0	2.28688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alistipes_sp_HGB5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alistipes_unclassified	0	0	0	0	0	0.79302	0	0	0	0.16991	0	0	0	0	0	0	0	0	0	0	0	0	2.04954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67011	0.33716	0	0	0	0	0	0	0	0	0	0	0	0	0.49445	0	0	0	0	0	0	0	0	0	0	0.14867	0	0	0	0	0	0	0	0	0.60503	0	0	0	0	1.40839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31848	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25401	0	0	0	0	0	0	3.0639	0	0	0	3.17853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22875	0	0	0	0.5738	0	0	0	0	0	0	0	0	0	0	0	0	0.51664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10023	0	0	0	0	0	0	0	0	1.58377	0	6.62334	0	2.5677	0	0.14361	0	0	0	0	0	0	0	0	0	0	0	2.72162	0	0	0	0	0	0	0	0.14095	0	1.14029	0	0	0	0	0	0	0	0	0	0	0	0.96766	0	0.16003	0	0	0	0	0.23388	2.5859	0	0	3.61257	0.33164	0	0	0	0	0	0	0	0	0	0	0	0	0.41855	1.4369	7.17841	0	2.01954	1.12719	0	0	0.32554	0	3.89855	0	12.90319	0	0	0	0	2.33135	0.57064	0	3.06663	0	0	0.68646	0	0.92273	4.93324	0	0	2.81005	0	0	0	0	0	0	0	0	0	4.71298	0	0	0	0	0	0	0	0	0	3.87344	0.28044	0	6.52042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18058	0	0	0	0	21.22259	0	0	2.45257	0	0	0	1.19047	0	0	0	0	0	0	0	7.20582	1.85489	0	0	0	0	0	0	0	0	7.88658	0	0	0	0	0.35218	4.9587	0	0	0	0	0	0	0	0	11.04421	0	0	0	0.81456	1.97996	0	0	0.904	1.88912	0	0.61138	0	0	0	0.60173	0	3.58136	0	0.97533	0	0	0	0	4.52164	0	0	0	0	0	6.46008	0	0	0	0
s__Anaerostipes_hadrus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88814	0	0	0	0	0	0	0	0	0	0	0	0.11173	1.06313	0	0	0	0	0	0	0.12255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1666	0	0	0	0	0.11902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23275	0	0	0	0	0.1378	0	0	0	0	0	0	0.12885	0.3897	0.15725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21522	0.26468	0	0	0.21567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13261	0	0	0	0	0	0	0	0	0	0.17278	0	0.2475	0	0	0	0	0	0	0	0.8959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24871	0	0	0	0	0	0	0	0.23192	0	0	0	0	0	0.15154	0.74801	0	0	0	0	0	0	0	0	0	0.12006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18041	0	0	0	0	0	0.30042	0	0	0	0	0	0	0	0	0	0	0	0	0.12092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473	0	0	0	0	0	0	0	0	0	0.13258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18335	0	0
s__Anaerostipes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44468	0	0	0	0	0	0	0	0	0	1.02911	0	0	0	0	0	0	0	0	0	0.18743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35729	0	0	0	0	0	0	0	0	0	0	2.17151	0.44014	0	0	0	0	0	0	0	0.44495	0	0	0	0.2455	0.18169	0	0	0	0	0	0	0	0	0	1.42087	0	0.16863	0.42895	0	0	0	0	0	0	0	0.68256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14213	0	0	0	0	0
s__Bacteroidales_bacterium_ph8	1.73508	0.19972	0.29329	0	0.40148	0	0	0	0	0	0	0	0	0	0	0	0	0.18917	0	0	0	0.10583	0.74956	0.2404	0	0	0	0	2.8443	0.9843	1.10135	0	0	0	0	0	0.47306	1.62343	0	0.54077	0.10872	0.31415	0	0	0	0	0	0	0	2.04081	0	0	0.28331	0	0	0.21131	0	0	0	0	0	0	0.24183	0.9859	0	0	0.20226	0	0	1.45495	0	0	0.44912	0	0.41205	0	0	0	0.22941	0	0	0	0	0	0	0.11004	0	0	0	0	0	0	0	1.65031	1.25998	0.27508	0	0	0	0	0	0	0.43242	0	0	0	0	0.12027	0	0	0.35522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1863	0	0	0	0	0	0	0	0	0	0.38962	0	0.51362	0	0	0	0.64445	0	0.19135	1.04187	2.64027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26484	0	0	0	0	0	0	0	0	0	0.39469	0	0	0.1536	0.36158	0	0	0	0.20184	0.89968	0.56366	0.55733	0	0	0	0.33268	0.60098	0	0.30768	0	0	0	0.3943	0	0.19846	0	0	0	0	0	0	0	0	0	0	0	0	0.58896	0	0	0	0	0	0	0	0	0.52391	0	0	3.57924	0.96583	0.47113	0	0.31851	0	0.18952	0.89782	0.24525	0	0.55469	0	0	0.52903	1.60656	5.23704	0	0	0	0	0	0	1.03375	0	0.29315	0	0	0	0	0.68508	0	1.10456	0	0	3.22104	1.09161	0	0	0.11302	0.62356	4.82007	0	0	3.50659	0	1.18002	0	0.8936	0	0.18846	1.61333	1.55076	0	0	2.29346	2.74153	6.02596	0	0	0.11424	0.38034	0	1.29898	0	0.12548	0.55633	0	0	0	7.49046	0.46755	1.48756	0	0	0.80444	3.73942	0.18995	0.17633	0.86617	0	0.67458	1.41309	0	0	41.52859	6.10242	0.91182	9.13766	0	0.3205	7.43795	1.04552	0.12186	0	2.28254	0.13054	0	0	5.40003	0.58546	0.63476	0.5426	0	4.12617	0	0	2.36619	3.03456	0	0.28307	2.51674	6.54195	0	0	0	11.7054	0	0	1.47375	0	0	0	0	0	0	1.01364	3.33735	0	0.43149	1.01452	0	0	0.15781	16.85034	13.64003	1.90556	0.14918	0.81921	0	0.18182	0	0	0	7.46042	0.92994	14.67265	4.52401	9.67198	0	0	0	0	0	1.9394	0.83109	0	2.51113	0	5.57223	0	6.17693	0	0.41376	0	0	0.53806	2.24932	11.67847	8.39652	0.25489	0.93717	0.57133	0.63051	0	0.5156	0	0	0	0	0.51329	0.15749	0.20566	0.13962	3.35731	4.08569	0.43336	0	1.88201	1.1104	2.39869	0.50434	6.39219	2.49443	0.49533	0	0.56654	4.69575	0	0.31879	0	0	8.88645	0.24573	0.84698	0	9.38609	0	0.4458	6.7983	0	0	6.60986
s__Bacteroides_barnesiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.44278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
