Index,CON.001,CON.002,CON.003,CON.004,CON.005,CON.006,CON.007,CON.008,CON.009,CON.010,CON.011,CON.012,CON.013,CON.014,CON.015,CON.016,CON.017,CON.018,CON.019,CON.020,CON.021,CON.022,CON.023,CON.026,CON.027,CON.028,CON.029,CON.031,CON.032,CON.033,CON.034,CON.035,CON.036,CON.037,CON.038,CON.039,CON.040,CON.041,CON.042,CON.043,CON.044,CON.045,CON.046,CON.047,CON.048,CON.049,CON.050,CON.051,CON.052,CON.053,CON.054,CON.055,CON.056,CON.057,CON.058,CON.059,CON.060,CON.061,CON.062,CON.063,CON.064,CON.065,CON.066,CON.067,CON.068,CON.069,CON.070,CON.071,CON.072,CON.073,CON.074,CON.075,CON.076,CON.077,CON.078,CON.079,CON.080,CON.081,CON.082,CON.083,CON.084,CON.085,CON.086,CON.087,CON.088,CON.089,CON.090,CON.091,CON.092,CON.093,CON.095,CON.096,CON.097,CON.098,CON.099,CON.101,CON.104,CON.105,CON.106,CON.107,NLF001,NLF002,NLF005,NLF006,NLF007,NLF008,NLF009,NLF010,NLF011,NLF012,NLF013,NLF014,NLF015,NLM001,NLM002,NLM003,NLM004,NLM005,NLM006,NLM007,NLM008,NLM009,NLM010,NLM015,NLM016,NLM017,NLM021,NLM022,NLM023,NLM024,NLM026,NLM027,NLM028,NLM029,NLM031,NLM032,NOF001,NOF002,NOF004,NOF005,NOF006,NOF007,NOF008,NOF009,NOF010,NOF011,NOF012,NOF013,NOF014,NOM001,NOM002,NOM004,NOM005,NOM008,NOM009,NOM010,NOM012,NOM013,NOM014,NOM015,NOM016,NOM017,NOM018,NOM019,NOM020,NOM022,NOM023,NOM025,NOM026,NOM027,NOM028,MBE033,MBE034,MBE035,MBE036,MBE037,MBE038,MBE039,MBH207,MBH208,MBM135,MBM137,MBM139,MHS226,MHS229,MHS231,MHS232,MHS234,MHS235,MHS236,MHS238,MHS239,MHS240,MHS243,MHS244,MHS246,MHS247,MHS248,MHS249,MHS250,MHS251,MHS253,MHS255,MHS257,MHS258,MHS259,MHS266,MHS267,MHS269,MHS276,MHS277,MHS279,MHS282,MHS283,MHS285,MHS286,MHS287,MHS288,MHS289,WFC023,WFC024,MBS1236,MBS1233,MBS1232,MBS1239,MBS1237,MBS1235,MBS1242,MBS1243,MBS1219,MBS1238,MBS1216,MBS1215,MBS1217,MBS1218,MBS1220,MBS1223,MBS1222,MBS1226,MBS1228,MBS1227,MBS1230,MBS1231,MBS1234,MBS1240,MBS1249,MBS1251,MBS1247,MBS1248,MBS1256,MBS1253,MBS1255,MBS1254,MBS1257,MBS1258,MBS1263,MBS1259,MBS1261,MBS1260,MBS1262,MBS1264,MBS1557,MBS1537,MBS1590,MBS1559,MBS1549,MBS1536,MBS1558,MBS1547,MBS1568,MBS1555,MBS1525,MBS1516,MBS1526,MBS1515,MBS1538,MBS1523,MBS1539,MBS1563,MBS1542,MBS1545,MBS1530,MBS1517,MBS1560,MBS1548,MBS1534,MBS1524,MBS1564,MBS1519,MBS1565,MBS1528,MBS1553,MBS1529,MBS1543,MBS1520,MBS1551,MBS1552,MBS1546,MBS1561,MBS1544,MBS1540,MBS1531,MBS1527,MBS1532,MBS1541,MBS1535,MBS1562,MBS1550,MBS1556,MBS1566,MBS1567,MBS1533,MBS1439,MBS1570,MBS1571,MBS1572,MBS1573,MBS1433,MBS1575,MBS1576,MBS1582,MBS1435,MBS1436,MBS1583,MBS1586,MBS1589,MBS1588,MBS1593,MBS1591,MBS1574,MBS1578,MBS1577,MBS1584,MBS1580,MBS1579,MBS1585,MBS1587,MBS1599,MBS1592,MBS1594,MBS1598,MBS1595,MBS1596,MBS1601,MBS1612,MBS1613,MBS1615,MBS1614,MBS1603,MBS1609,MBS1602,MBS1600,MBS1606,MBS1605,MBS1604,MBS1608,MBS1610,MBS1611,MBS1616,MBS1518,MBS1521,MBS1522,MBS1554,MBS1434,MBS1438,MBS1440,MBS1454,MBS1457,MBS1453,MBS1456,MBS1455,MBS1460,MBS1441,MBS1442,MBS1444,MBS1443,MBS1447,MBS1446,MBS1448,MBS1449,MBS1450,MBS1452,MBS1451,MBS1458,MBS1461,MBS1459,MBS1464,MBS1465,MBS1467,MBS1468,MBS1469,MBS1470,MBS1474,MBS1471,MBS1472,MBS1473,MBS1475,MBS1483,MBS1477,MBS1478,MBS1479,MBS1480,MBS1481,MBS1482,MBS1486,MBS1484,MBS1492,MBS1485,MBS1487,MBS1494,MBS1488,MBS1489,MBS1490,MBS1491,MBS1493,MBS1495,MBS1496,MBS1497,MBS1499,MBS1498,MBS1500,MBS1501,MBS1502,MBS1503,MBS1504,MBS1505,MBS1506,MBS1509,MBS1508,MBS1511,MBS1507,MBS1510,MBS1513,MBS1514
g__Leifsonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Leptotrichia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Leptotrichiaceae_unclassified,0,0,0,0,0,0,0,0.00534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02596,0.01852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Leucobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__LeuCON.ostoc,0,0,0,0,0,0,0,0,0,0.09809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02181,0,0,0,0,0,0,0.06926,0,0,0,0,0,0,0.00043,0.00607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12708,0,0,0,0,0,0,0,0,0.03565,0,0,0,0,0,0,0,0,0,0.05199,0.02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00572,0,0,0,0,0,0,0,0.03875,0,0,0,0,0,0,0,0,0.01294,0.0055,0.04155,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01165,0.02192,0.02183,0.00345,0.0022,0,0,0,0.03403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Limnohabitans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Lymphocryptovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Macrococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Marvinbryantia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Mastadenovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35785,0,0,0,0,0,0,0,0,0.00708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Megamonas,0,20.53152,1.38146,2.95584,2.72782,0,0,0,0,0,0,0,0.00073,4.71503,0,0.00309,9.65337,0,0,1.54836,26.34559,6.19526,0,0,1.33557,0,0,0,0.00078,3.5376,0,0,1.81541,0,0,1.96454,19.93243,0,0,0.68106,0,0,0,10.08586,0,0.00214,0,0,0.47892,0.00039,2.87648,0,1.07072,0,0,5.96223,0,3.57921,9.3816,0,0,23.82701,0,0,0,0,0,0,0,0.00411,22.20447,0,3.79456,0,0,1.22877,0,0.5985,6.83362,0,0.84225,0.02,0,0,2.86438,0,0.0033,0,0,1.05265,1.66037,1.29285,11.66264,0,0,2.33318,0,0,0,9.64945,14.79799,21.01923,0,0.00834,0,23.20536,0,14.41381,0,0,0.00141,0,2.12855,2.3742,0,0,0,0,18.14441,0,0,0.00204,0,0,0,0,0,0.00711,0,4.1841,0,0,0,0,0,1.12212,2.79458,0,0.0132,0,0,0,0,0.01779,0.00083,0.17927,0.01688,0,0,2.63722,21.25158,0.02976,0,0,0.00269,0.4412,0,11.21278,0.0057,0,0,9.50746,0,0,0,0,0.00287,0,2.77539,58.2508,0,0,0,1.51902,0,18.08629,0,0.22765,0,3.49201,0,2.0448,1.86544,0,1.46532,0,0,5.98642,0,0,21.04972,1.3742,16.60797,1.71383,12.3236,0,2.15849,5.87442,0,0,6.26976,0,0,0,0.02052,0,0.41574,0,22.01651,0,0,0,0,1.38683,0,0,0,0.00076,0.19508,1.07667,8.20457,0,0,0,0,0,2.63756,0,0.63065,0,0.11026,1.30704,0,0.93339,0,0,0,0,0.41345,1.16084,0.2011,0,0,1.49405,0,0.14639,0,2.60678,0,0,0.58724,0,0,0,2.01697,0,0,0,0,1.58607,0,0.0128,0.29384,0,0,0,0.29602,0,0.0127,0,0,0.12154,0,0.39014,0,0,0,0,0,0.09936,0.12738,0.18442,1.86005,0,0,0,0.3351,0,0,0.0175,0,0,4.1934,0,0,0,0,0.2921,0.04104,0,0,0,0,0,0,0,0.38579,0,0,0,0.66641,0.00165,0.01887,1.31053,0,0,0,0.77572,3.42348,0.02494,0.37344,0.12655,0,5.02453,0.04105,0,0,0,0,0.04225,0,0.51382,0,0,0.32549,0,0.15942,0,0,0,0.2807,5.61058,0.36205,0,0,0,2.79514,0,0,0.00097,0,0.38007,0,0.12634,0,0,0,5.3913,0,0,2.03327,0,0,0,0.0534,1.12481,0,0,0.48778,2.7068,0.55922,0,0,0,0,0.19883,0.02071,0,1.06057,1.32781,0,0,0,0,0.58005,0.04579,1.1541,0.21425,0,0,0,0,0,0,0.18634,12.04441,0.05209,0,0,0,0,1.80559,1.22451,0,1.92026,0,3.47819,0,1.81788,0,0,0,0,0,0,0,0.02966,0.25387,0.67137,0,0,0.46995,4.48038,0,0,0,0,0,0,0.07386,0,4.64581,0,0.49446
