Index,MBE035,MBE036,MBE037,MBE038,MBM135,MBM137,MBS1533,MBS1558,MBS1559,MBS1563,MBS1567,MBS1579,MBS1587,MBS1592,MBS1594,MBS1605,MHS232,MHS236,MHS238,MHS239,MHS243,MHS246,MHS253,MHS266,MHS267,MHS276,MHS279,MHS283,MHS287,MHS289
COA-PWY-1: coenzyme A biosynthesis II (mammalian),1084.741960722,926.3066131547,1273.5873378019,909.6861524397,1474.5411404175,1096.5757476591,707.8775093739,757.7081922896,839.4286732148,873.9736513352,651.0008357207,600.274715963,617.0116801405,650.8601601295,374.6879955849,464.0477603501,1259.8167391807,1020.787719734,1151.7662734744,860.5518178967,757.0340922868,557.5942981466,1523.4583754814,1383.5188931193,2000.2948566845,720.0000848703,1127.5512443601,1026.9324315439,1190.621587258,416.4965617219
PWY-5863: superpathway of phylloquinol biosynthesis,31.5299963997,0.0,42.9835737221,25.9059828913,728.0267880104,0.0,85.5686588874,86.714444443,51.5381700152,9.8546404238,9.0756549794,76.6387655437,9.4466897834,21.0679627122,30.3850370345,16.1332198629,26.5802110745,22.9746653813,1.4036970588,0.0,11.4101669544,0.0,11.1854440531,34.3685027189,23.6773971077,3.1550281627,40.8489211878,57.2782775351,11.6871231823,7.5034095118
PWY0-1261: anhydromuropeptides recycling,123.6068053209,92.9494592651,170.4026102157,48.7077161268,1472.7018759745,24.5772440826,211.1084139978,289.9827299279,135.0628931946,14.2052312225,20.8596507343,158.2917041673,33.5557016125,116.0470759616,142.4940883121,23.4947048404,44.6147802926,91.8902074384,135.745741991,20.5082600046,63.5273181506,64.1291953436,0.0,59.1331894528,45.5455050708,30.5277437439,152.7021248414,184.5732836079,67.6511658478,44.0722724137
PWY-6737: starch degradation V,1548.4800148208,974.6866651273,1211.1706647161,1114.53434691,1027.0058382984,1189.6187767555,324.9637625125,167.5360529738,72.4292430751,305.5970755417,224.9182350226,272.4137202528,114.7029522835,555.2964477063,159.3537761383,178.0639675337,1059.0345202215,1119.352266435,1142.4891005226,1234.3655314683,932.6048611949,539.7926042091,1196.1924655851,1238.481613773,1761.6266898809,644.121081188,568.9039916737,972.4045147654,896.5069784614,271.4782463978
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),164.2325502329,121.9322631427,81.0030089747,61.202533708,1269.2187207845,372.8249457912,249.4320818943,194.4726911248,73.3561142428,218.0001953602,167.8495112667,205.6610339122,136.7932427769,217.2658494702,142.7241840604,68.8551835188,190.9554186402,218.9029445713,21.8710853576,67.4950418763,92.5648146195,43.54546391,28.7988684689,29.6602236393,91.4835614108,39.8947944553,431.5582460705,273.5271490253,56.8956891061,36.7709955897
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis,648.0491321537,370.7236684365,518.4730711532,328.1409887986,1617.8410043518,473.8851326993,358.5506330502,401.5956847898,643.1106760615,172.2129531235,235.736880752,342.1768614365,498.0078072856,182.7493052671,207.6851301396,145.7250561116,444.3492454428,309.1213285123,690.1345482036,333.9597952076,348.7843806834,269.5351766702,385.8050626892,405.4305013994,720.2236111964,77.2914499068,451.1207566395,312.9182684406,223.2965222716,78.8217825276
PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV,0.0,111.9151990985,46.1183819532,116.6782401214,15.0246461067,7.2979653813,35.4064239167,91.5090963372,52.6761668525,96.1539392323,26.8375434873,34.4735969778,23.541659405,40.3961460867,10.0080712995,10.5391045309,9.1995307169,64.3314934995,36.9814847531,0.0,9.9097938955,6.0303502177,0.0,23.60427468,0.0,0.0,144.7228399541,153.3122077653,1.5467002579,0.0
PWY-5030: L-histidine degradation III,153.5729509302,14.0694104106,25.0437553851,44.0582299848,52.7128761109,29.3890267371,142.167307875,217.7647807497,8.645128849,0.0,12.1024108373,16.8707287008,13.5717018463,3.5105341704,124.5700670416,178.9389387223,12.0732370771,24.3002675121,1.2742684402,10.7820855023,93.8097121318,64.0464498056,17.1527185105,27.8555154693,13.3762803439,3.9159194651,0.0,17.9608219854,43.1901049564,8.4607816993
LACTOSECAT-PWY: lactose and galactose degradation I,29.5228312833,18.0836931034,221.7846269564,91.6837534623,77.9784110904,45.237280025,38.6372902072,43.1985522753,0.0,0.0,1.5656869381,45.1828488434,7.9614847491,17.8878129803,70.1382158778,15.8487228956,145.7770658488,119.6112060998,5.427605107,59.1766827566,30.3807672555,72.2700100605,506.4231361381,460.0581167268,26.0252581398,11.8755823837,78.951790172,16.8797203615,12.5596164105,7.0220550683
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",45.7456814192,39.7060630466,45.4671949429,36.3447054845,1038.8180528769,7.4658265811,182.0738066441,101.7738535803,108.7535520388,21.9806760839,17.9434551815,5.7657984276,13.3682471366,67.0562093364,140.9166009444,42.8731578645,32.5699638671,51.7703172752,0.0,0.0,12.8108972813,0.0,0.0,5.8363057668,4.3047292868,15.4702823404,86.4764744972,110.6781601075,17.700161909,18.1658543962
PWY66-422: D-galactose degradation V (Leloir pathway),794.818689726,364.6845117963,687.0523336701,698.4619152429,935.1859606163,756.4229700001,209.6134797583,155.1418514864,91.265893178,142.2459376443,154.7088521478,171.8427135526,63.5597539707,229.1169561718,139.5615924744,87.5766218267,278.9046102029,471.0673909038,828.3010342698,705.3967424664,521.1501254463,302.4436775932,740.5807535484,674.7626585013,1237.3930285188,311.2757779901,189.1519985064,362.5694485574,292.3441426464,140.742668858
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine),2081.0859419008,1277.8606815518,1643.6712130717,1416.476316486,1187.1054099866,1300.7675594784,853.3712914994,478.8195890926,514.7265275996,935.1085562933,376.3822884315,574.1291171727,855.2928196077,873.1256776555,392.1687325881,394.9064799758,1371.9262888416,1393.3756762191,1477.1176170461,1256.2798879032,1218.8547311673,676.6446440545,1668.7052135536,1603.7521540765,1763.880513186,803.1271789278,1150.0744878473,1113.6486999928,906.8019302524,496.6945504265
PWY-4984: urea cycle,39.2088437363,250.0924806187,90.6324976491,53.171930946,45.6101467897,36.8896730533,61.0933834526,79.4242169233,96.2947399648,120.0514600922,97.4329695972,35.0328680009,51.3309264758,15.367184603,32.8790458493,90.9984873625,12.9949660007,149.9971775324,0.0,23.4963186411,10.3124681882,13.6602804964,130.6416700624,3.1173530379,45.0883441188,175.887814091,291.1866087393,7.1511040906,57.1344661987,6.2878661351
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",2.8388934077,0.0,0.0,4.8987118757,0.0,0.0,15.9123865009,0.0,0.0,0.0,0.0,0.0,0.0,4.2875481949,4.3076752757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I,224.1029539692,44.2779086743,441.393498178,516.1757414345,579.4689902066,334.6402846987,135.5505208551,100.4026051702,30.3438117939,108.7339571123,14.834899597,126.3936307925,19.6616369083,354.3254563999,111.7062368833,76.5298659405,146.9824103301,237.6776606627,358.4364375715,179.5303219644,256.2214095122,154.0934197883,677.1600870804,629.35960707,580.7666490257,21.9770843642,156.5440819675,101.0697065394,151.5696703719,149.929480268
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation,145.3693633624,163.4992854713,421.7057536259,98.4557261132,216.5236438525,127.0393391135,165.4199233109,172.8027219883,39.1719436605,143.6562708084,231.8735114913,168.6558991071,117.2670118386,243.3768747976,242.1952213351,75.8718680439,221.9584993823,324.040410518,198.2471239315,62.7783251589,158.2213520609,108.9517851056,106.4833408638,316.602996261,236.5154293877,82.5095582349,500.5867920201,133.7583951339,149.7927687316,146.8847766046
PWY-5873: ubiquinol-7 biosynthesis (eukaryotic),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8452078336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis,3.2127257446,10.9512237492,0.0,4.5623301895,582.3381794723,0.0,44.9204453142,23.2061133738,27.2886921247,4.1031902075,2.036614539,2.3781229486,2.825977124,13.9402623208,27.2590709154,0.0,5.944452801,7.6329706716,0.0,0.0,2.8015803843,0.0,0.0,0.0,0.0,0.0,23.4045096682,26.1622655727,3.2990464348,2.0878113986
PWY-6936: seleno-amino acid biosynthesis,97.6923777445,499.8395827778,145.8042508027,168.3511723211,963.261337271,343.1233311062,121.255663748,50.6285619862,83.7888462766,32.4116527823,12.258424236,82.4315219911,21.7786704217,44.8513071275,71.5843530186,38.3882122672,98.4784934522,102.3882391447,304.4503310163,135.7960779814,217.6363978037,37.1226887837,462.4615619042,747.2498003909,260.130814444,62.2978678946,45.9816384607,125.7737215129,198.9088794994,139.4357380826
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA,29.4022750485,20.6671247687,30.2692183008,20.8444362505,926.9020141698,7.5209481346,126.6966485904,58.631182475,61.5875582501,11.8875947807,9.3137413506,2.9304528019,6.82299371,39.0617579604,106.053192259,27.080620717,17.4550677958,31.6319430172,0.0,0.0,7.7847114,0.0,0.0,3.1439079547,2.3518311853,13.5438885324,47.2665875743,89.958156143,11.5047438892,11.634159689
UNINTEGRATED,1061799.0007461926,1059140.3470670234,1061105.561003697,947514.7638167497,3010425.7876132107,887647.4434243137,1218942.4193127549,1255227.6492903985,1050968.975544803,922610.5427406235,918702.3832367032,981961.8008565872,773819.5544223001,756789.7878412659,779455.457286923,434280.650107204,1097577.2398788577,1203135.6039521701,963343.2173171673,851262.2627502744,978518.9318691785,546202.6560023914,1282044.098115436,1215572.1319845899,1466796.6507336004,818550.7340463938,1178988.7743155176,940028.3364915646,974160.8715092461,386458.8335256628
PPGPPMET-PWY: ppGpp biosynthesis,59.8073864132,20.7866051453,33.6579714961,44.3454611547,402.3607383841,95.407777673,71.9205870958,83.4621682952,30.2307868096,18.5652374092,4.4412778555,30.6665932982,25.7445396603,31.1416092785,79.1554289251,20.5586688992,19.3625120623,25.6127197579,239.2443448132,51.9691436994,168.9726238169,45.8381321777,139.3508337882,47.0925203136,67.5708726924,12.3492345831,31.1047865656,69.1518917146,6.6332122033,43.2742384964
DAPLYSINESYN-PWY: L-lysine biosynthesis I,263.568076924,34.7488287909,452.5444455988,396.5777696909,845.0665827773,248.7929479464,326.0953757405,261.754060667,100.5042344248,206.4605916805,91.3920773672,222.4758949275,38.0436203215,341.740138635,266.6212486302,180.5696288284,385.0483985144,299.5753581723,605.8038776048,138.9965108122,233.6947732838,192.2747037081,890.5335512845,524.2024831842,805.2204668364,54.6359986612,389.3003502443,287.6209495533,590.5607670494,254.8108742994
PWY-7254: TCA cycle VII (acetate-producers),9.509232777,14.0968053683,19.2196084087,11.275168865,798.0124236651,7.6090409335,73.5557055166,33.82107121,43.3659006223,8.4555121264,7.2870531345,0.0,4.5036212104,32.0389013594,89.0628945231,16.5417207412,9.1781213247,16.1184310538,0.0,0.0,5.7983337873,0.0,2.0487947742,6.3470530792,2.8856941539,6.2157792189,35.118977586,70.0965739106,5.7630921002,12.1785930008
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II,241.564226768,257.769334832,395.3725048136,152.615324041,349.8659974801,206.7774955441,248.8043806878,298.5796169833,302.9210542702,169.2061757416,576.0994715344,194.260049663,326.5466954406,287.9713075279,355.0820186335,92.2462968507,345.4944614802,471.2670730586,290.2443670338,105.6508895609,241.2370840205,153.199663493,162.1111927084,439.3615885138,364.7966625298,475.2977413734,647.0766458143,224.7230323084,210.3634856577,191.6991225235
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation,879.5710451493,28.988045539,401.5020300412,338.8291639333,1021.8374460241,630.4884400191,104.1568171292,99.9703839721,42.9016051907,69.6600028201,75.7976663338,63.4125795914,70.8383432775,39.1854589727,123.1492354285,47.8888885184,402.3351323274,493.1037875776,372.0653069749,490.7110026434,483.1624641285,323.3037431227,279.2977368504,547.2956183045,842.281720288,0.0,84.2700226837,429.2010387868,111.1798938738,58.4267226085
PWY-5198: factor 420 biosynthesis,0.0,0.0,0.0,32.848121678,0.0,0.0,14.3421295136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7980312718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4113266796
PWY0-781: aspartate superpathway,245.5923630416,4.957404187,383.2905952292,388.5266338822,632.1586827349,296.3994445275,204.9252516255,182.8228924299,60.8380485947,109.4902858208,31.4909480542,187.7020671704,38.1252267267,171.3254236398,197.943296294,117.3302524063,276.4431390657,291.2795017027,532.1965842593,178.9504308513,270.5548628706,183.4317741376,734.3973644771,442.9466516846,294.9197417212,35.8917677101,224.6517119334,190.5635731063,317.758753207,194.0112175318
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle),69.0023383582,40.1413792994,89.3376619128,14.3113799038,11.6143491258,30.9688937059,0.0,0.0,0.0,6.8828529181,0.6661316375,4.4984463146,0.0,14.3913727984,41.6366601005,0.0,1.3215458985,53.0186254343,53.1015446907,15.1870176777,76.2009018811,12.4825452652,49.2760216447,93.4758836388,67.9391747426,4.5870350003,67.4953140653,89.4157570173,9.0148605353,13.9099085332
PWY-5088: L-glutamate degradation VIII (to propanoate),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8573577257,56.1467270899,0.0,0.0,3.6818972088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6174: mevalonate pathway II (archaea),0.0,0.0,0.0,0.0,0.0,0.0,8.1072282029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P42-PWY: incomplete reductive TCA cycle,83.0791287378,34.5726065265,33.9139682396,134.8357201956,73.0135845367,91.701410332,192.4774250321,152.5568950503,98.5027947911,21.6117885608,21.029743012,105.3244154528,38.8707208268,79.156454991,122.961554438,59.4281243274,31.8405319846,29.2660537383,46.6911359513,52.2335518647,239.8474168017,56.8784876951,18.2830514963,40.2294724006,47.1251373375,36.8511535225,89.3243392725,26.2129234638,57.2879653289,114.1173018489
PWY-6151: S-adenosyl-L-methionine cycle I,1231.2393398213,875.9155501369,1338.0898054365,1151.7388648873,1454.7755507038,1262.445134286,866.0920178627,969.3892776604,990.6092811908,830.5076978981,1324.866301411,677.9049772282,686.9835567894,461.8832873796,303.6746110931,364.9288293339,1313.3427333419,1121.7962384318,897.7385114311,1009.3427202956,820.3468407582,600.6878857838,2080.0618900266,1598.1648673672,2238.1089852596,792.6564016245,996.8421992156,1392.8919930675,1266.7842714777,516.8669870445
HISTSYN-PWY: L-histidine biosynthesis,375.5543635536,724.8059029588,841.4156394369,715.3823272779,981.0950267833,475.1990526727,248.6627173555,211.6761180755,191.1857103299,108.8194274836,79.5887219974,186.4738234608,184.1305625837,278.4688116777,152.1681238942,101.079181901,791.5013508059,611.4788181434,755.868181334,471.692594807,414.9054128499,270.7970699036,1446.1459927811,1086.9328123163,1371.4018829212,110.7248835532,510.4147161772,342.9205448962,1100.8210073703,435.0224260676
PWY-5367: petroselinate biosynthesis,383.085267685,0.0,16.8654100576,119.9756458333,97.8564948303,182.5832793575,64.7422747145,27.8370063841,0.0,35.6679127471,0.0,36.7255804305,0.0,31.3078493936,9.5468909509,3.2506424937,56.7380499569,6.3989591558,0.0,150.8352017065,52.9361463811,38.1082740486,360.9438204435,70.1404844072,7.1036975437,0.0,0.0,3.4646315353,26.126974618,9.9992092874
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate),112.0758701261,504.0025597105,102.8592440728,205.7389630837,1224.2582142972,39.5651413955,518.1096716591,483.9291545042,774.5738200073,285.9377785115,249.1684716416,376.3816677255,424.7808812213,382.8969543737,227.1673499449,105.9995166257,248.2908257238,175.7886147531,63.957359563,19.9907855162,123.4596525212,20.4379166989,62.2517650482,294.3922504033,113.5919386984,169.7674319363,516.7768564887,233.1903184794,146.334517717,151.9985330333
GLUTORN-PWY: L-ornithine biosynthesis,185.9315088131,551.9764973582,182.0007421515,116.9765007545,1091.3678551416,157.7375385846,221.3264564926,116.8259997488,61.5940712085,9.3279168948,23.3581527381,142.7933762375,18.1163385288,94.2841762431,118.1778578025,55.0968988016,146.2832933008,153.5032799947,19.0187174852,111.0769021975,100.8289418278,108.2906018267,329.8856360919,464.6544716612,459.0170218472,126.732073914,70.632029835,916.8663392686,340.5754012551,209.6013074612
PWY-6113: superpathway of mycolate biosynthesis,83.7330027684,0.0,64.7458173374,62.3531778382,658.2916520341,8.8678874811,210.4156101838,202.4482281144,0.0,20.7266714114,0.0,137.7739127085,0.0,95.3307490651,91.4276778858,32.5633936784,40.5075634981,27.6774285107,0.0,0.0,17.6969740284,0.0,0.0,10.4669396491,15.3159430972,0.0,0.0,43.118605626,18.9172341723,49.1264983096
PWY-6124: inosine-5'-phosphate biosynthesis II,797.7388206832,756.1056910829,509.1825514499,489.9691538715,1075.2726489146,628.0817445587,363.1660803808,442.9268296984,628.3311067571,200.0695440336,246.7319894046,337.1790218731,581.2990189236,191.0302921088,224.0841910846,136.0399044676,560.4439903509,533.8906248234,542.3330513209,590.1673192189,525.4564947143,301.0827571329,455.6643196156,939.5883393339,854.2134708839,177.2987251312,298.6600647591,506.3725239508,302.5301586976,199.0465985273
AEROBACTINSYN-PWY: aerobactin biosynthesis,0.0,5.1315563204,0.0,0.0,0.0,0.0,0.0,10.0401439378,19.3166261808,0.0,0.0,0.0,0.0,1.5850352973,0.9651345156,0.0,1.1885096394,0.4609135887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0431598703,1.8638061936
PWY3O-19: ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic),0.0,0.0,0.0,0.0,0.0,0.0,22.5718391024,0.0,0.0,0.0,0.0,0.0,9.6106809155,2.3079521039,2.5335226194,22.8992523787,0.0,36.8892386665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRNA-CHARGING-PWY: tRNA charging,50.3766594414,192.8289140595,238.9616433313,245.9148323422,156.3427552346,108.3580266127,187.3559582394,3.3989123556,31.9950938408,11.6834435203,22.825994052,33.0909410797,5.2113848206,136.9771644815,179.1061548944,115.1653017114,6.1730393893,320.5989700299,5.6409000929,153.0164906447,205.5172707919,152.3858972987,349.3422352388,283.0197364373,252.1203574058,64.0924687167,183.643490202,94.0280840746,106.6543094842,204.2688733336
PWY-6630: superpathway of L-tyrosine biosynthesis,102.6739605571,83.7532541966,140.6148224743,105.394185707,1063.6865975925,0.0,307.1996820569,251.5135607547,100.9170374016,24.0235456485,8.4974206693,198.2755598287,46.4094428548,127.0055477789,126.0537824111,66.0134054106,60.4791568846,53.792425243,0.0,0.0,34.4406055584,0.0,93.9728565285,34.2038394333,0.0,9.033515703,70.5821493575,183.1913632015,22.2524929181,35.8231389392
AST-PWY: L-arginine degradation II (AST pathway),13.4101135708,5.6291633812,0.0,6.0130993209,560.2076620655,0.0,41.0952917661,38.6005384378,23.5314861062,3.5596518989,1.4294355754,0.0,1.8201025768,11.5974384766,28.1373807031,3.7939901611,2.1760427874,7.1168172733,0.0,0.0,1.6230418205,0.0,0.0,0.0,0.0,0.0,12.2123460846,26.5452813106,3.0662276498,2.1959822281
PWY-6901: superpathway of glucose and xylose degradation,86.2751142884,85.203682885,148.8087020658,150.2156200639,831.6947825329,49.5194881215,226.4343118353,276.8636683577,131.206137703,37.0174295309,30.598787761,145.0568933521,80.762491763,151.4756192669,200.0451339512,69.2296281648,88.1774117523,157.6038790492,73.8962337013,28.6913101528,84.2518835274,30.1406710073,68.5689565423,198.346246389,72.8360923661,73.0040420326,191.8077459975,148.205333667,193.0132732234,37.5133879547
PYRIDNUCSYN-PWY: NAD biosynthesis I (from aspartate),256.005022293,24.2943010893,697.6244681317,423.0862406561,706.0660638387,342.7731810882,331.8776915448,190.2514367008,77.7580728051,236.0131459841,38.882687474,96.9115882756,72.1232159501,399.9563223227,292.6047162882,291.689191349,253.5334600889,257.0501181965,347.9344614543,269.8459251439,354.2878231917,124.0013493292,559.8367563038,313.2227412954,197.8067073004,87.6988515861,263.5553706361,211.2908993481,255.0879452562,190.5031239172
PWY-5973: cis-vaccenate biosynthesis,443.3850002775,632.538559877,603.7626208903,144.6205738008,924.8452470302,562.3647088416,694.3557538555,507.037713192,500.4921746377,817.3772537962,549.9891834612,548.9090528764,492.984106742,532.2432582212,405.4488956768,349.9054999022,570.50461784,524.7635850629,137.0789262098,179.6997292218,386.185726072,154.1362219542,411.8758955101,579.4428824692,292.0114843836,548.9429499203,647.3963908963,830.6055964182,314.4893821199,118.0737211305
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",0.0,0.0,0.0,0.0,542.7726813542,0.0,0.0,24.0745253828,24.0582553501,0.9295907254,0.0,0.0,0.0,18.4378018958,0.0,2.9370052482,9.9569089354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9369204293,38.566497576,0.0,2.2324314413
PWY-5690: TCA cycle II (plants and fungi),150.6041457056,28.5294684716,318.1853572562,111.6403835235,1019.5574610155,125.3032211454,139.3728209014,124.9588057303,66.3691956314,38.0681108721,76.7887513569,101.9813761595,11.1146132042,145.824219767,118.0943866592,21.8992709428,67.7344020879,94.394127872,214.5660129197,55.0561588473,114.4633471285,28.1248488928,14.8994707797,83.0972303691,21.3878084406,18.4580072463,64.0901124706,120.824944177,83.9895948606,55.8149417691
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I,289.4199383162,302.8112119648,558.8656316496,183.0840721845,419.0895141529,247.4173137101,284.3988363179,338.9232547078,337.2092885749,209.3615963784,1132.9399589803,272.9341404115,473.2765326298,349.378208211,382.0092143624,109.4249359575,396.5131998403,524.2675640792,338.7921518737,130.3138403343,280.8212921838,173.3595540226,194.3769334761,497.7395971678,433.4726456228,520.4912345949,715.8267486197,267.1054108866,241.9708053262,212.7117800019
PWY-3781: aerobic respiration I (cytochrome c),4.8722482923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0154162753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-6608: guanosine nucleotides degradation III,82.4265936183,67.2426622324,356.6291467064,93.9958746485,1403.9319353771,190.9675315942,109.5105694329,170.4716387079,86.5742205528,22.2899575947,19.0001531787,20.9756182728,37.4999769881,73.3507746469,99.9185557315,5.3040602841,16.9212032777,98.5532577785,159.7361230026,106.3866913343,134.713416488,55.907642985,213.8307945953,67.3439510387,13.4950748203,12.8297351501,62.6052094886,152.7572099568,75.1153978699,43.522405368
PWY-6895: superpathway of thiamin diphosphate biosynthesis II,157.6665801618,82.6228571376,109.9167605744,107.2198139719,886.0588605116,0.0,394.4045750284,362.446945683,364.7211102241,34.9703566328,50.8603083688,258.3989168068,157.4997481025,216.4298978627,156.3447334455,68.9130983218,94.4855843464,191.191661277,17.7922709198,0.0,0.0,0.0,0.0,17.0973373439,0.0,0.0,221.7833165549,353.4378160781,0.0,17.5571813418
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic),18.8618480223,9.8232696386,26.46492033,17.4898896998,584.3500425652,0.0,52.5981954046,54.6316008423,25.9700250536,5.4396031852,3.1865167751,35.8018623645,10.4942356837,16.7105243881,60.8632575764,20.6050490611,6.865439063,19.5870743996,0.0,0.0,6.9617505794,0.0,0.0,2.1783257133,1.3585449464,2.5501768647,31.7274680146,37.1087765012,2.6818764471,5.4576594258
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I,614.5079519568,31.1997038221,635.3184772731,437.8232437065,879.2313090535,441.6557155216,121.2721744513,77.8429263047,59.6286077078,103.515885414,102.6424430324,115.0157538729,12.3329923209,52.6472073146,77.213376769,59.207805144,207.5505115948,320.83348835,500.3837803853,335.332897441,331.0424969389,232.6173725272,416.2069481593,371.683039809,749.4718660553,0.0,92.0800378423,211.7693039539,127.4056948315,58.5521090025
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis,264.7104847566,598.7538788454,29.7223700827,76.5100075558,136.6112778185,79.977060073,666.7017465488,659.4266934287,985.8800402538,610.6691732926,446.7148437192,386.7286054629,726.1057317161,329.2557982152,137.1869115506,224.8568559373,396.0997305685,262.8007702551,50.1590711329,69.4588117292,228.6886970789,84.7619134681,11.5057838498,45.5811630925,104.4898996551,245.706371075,259.0471068625,8.3265900384,175.7950263883,16.2153786172
PWY-6628: superpathway of L-phenylalanine biosynthesis,179.8276563478,67.0206079361,167.5404892246,104.7921772262,1062.6696905754,8.8582539444,302.3183887298,219.0724251529,104.6137497613,24.6456832412,8.5530482793,214.4380001298,50.298821767,93.9613689802,201.5461686428,60.7741914134,65.1246089115,61.2517343328,0.0,0.0,34.3185679366,0.0,72.5343454454,125.8783623214,64.006659332,32.71388538,66.8749647918,182.1741077833,53.3109472646,35.0259274393
PWY-6700: queuosine biosynthesis,337.1937515697,528.8323744116,697.4792553027,152.4245223643,947.4629244316,541.6589392168,819.5513769087,896.6288310333,1027.5503811106,626.3050826862,1092.6435613845,604.4885429035,761.8861629029,265.6627567415,340.0912542939,322.4110754306,543.3790521363,560.0016410279,483.6057230529,345.6225121193,516.9543788305,281.1054411178,335.8192984375,506.5524782931,351.2326527357,532.5218970504,860.6047876918,1220.8015910724,354.734032713,133.549613507
P441-PWY: superpathway of N-acetylneuraminate degradation,117.6772613555,137.224706812,117.1973536715,87.8226875252,814.6719248548,15.6422812714,141.4046741307,152.4061475151,117.318131319,37.4275060506,20.4024251998,108.5439767983,52.4573993786,95.1439316338,146.2513329944,67.0021871603,72.8487315882,127.9944625069,0.0,14.1127550498,61.4568921854,0.0,74.829118681,84.9930822734,94.9419368298,27.8999081948,88.555128684,190.6699206849,42.1430786822,29.0062946856
PWY-7290: Escherichia coli serotype O86 O-antigen biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5993543722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation,738.5792647943,47.1773831885,326.6508944165,303.9021989742,1063.8963484982,463.1841422374,180.1512989256,138.5207630297,88.7485033647,108.5945633248,97.858028639,146.4107279762,151.5743600933,54.9696792479,144.7590929088,53.9635455566,385.9198939579,445.787550851,352.5336664953,380.173288926,427.9833682321,228.2849475282,310.5747377971,387.0647992364,624.3485265965,0.0,144.8384029995,423.883609973,107.6738738192,46.3835947613
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),31.8213627089,0.0,0.0,31.915538794,36.3437520146,2.0624997223,35.3989631115,29.5326172135,0.0,5.1895568344,3.1100906982,45.559064896,11.2271833594,0.0,85.0953235441,8.9658098686,0.0,0.0,0.0,3.3366675111,15.4355107001,0.0,23.4829532875,22.1198951031,5.3199836479,0.0,17.4930649157,29.5286436424,13.8337340231,3.0235673527
PWY-6595: superpathway of guanosine nucleotides degradation (plants),0.0,19.5316134058,4.1376396449,30.2997029739,29.4291964325,20.5314289499,73.0148606499,78.0904583735,0.0,4.9771411547,5.8400399685,0.0,0.0,7.3934335127,80.6849533771,0.0,0.0,32.2740478427,0.0,5.2548415124,19.4982142892,23.1084918813,14.2538699942,35.5402732302,1.9558406677,0.0,14.2866297092,5.2987284482,60.6444989141,7.0677530518
